"productid","productname","Category","SubCategory","Sales","Quantity","Stockid","name","rating","location","noofemployees","CustomerID_1","customername","SpendingScore","AnnualIncomek","gender","age","customertype","Invoiceid","Description","InvoiceDate","Price","Country"
3,"Newell22","OfficeSupplies","Art",193,700,536381,"FlemingtonDepartmentStore",3,"Australia",8000,15311,"MARIA",79,500,"Female",20,"citizen","21672","WHITESPOTREDCERAMICDRAWERKNOB",1212010941,125,"Australia"
3,"Newell22","OfficeSupplies","Art",193,700,536381,"FlemingtonDepartmentStore",3,"Australia",8000,15311,"MARIA",79,500,"Female",20,"citizen","22774","REDDRAWERKNOBACRYLICEDWARDIAN",1212010941,125,"Australia"
3,"Newell22","OfficeSupplies","Art",193,700,536381,"FlemingtonDepartmentStore",3,"Australia",8000,15311,"MARIA",79,500,"Female",20,"citizen","22771","CLEARDRAWERKNOBACRYLICEDWARDIAN",1212010941,125,"Australia"
3,"Newell22","OfficeSupplies","Art",193,700,536367,"NordstromRack",4,"UnitedKingdom",5000,13047,"ALEX",66,1900,"Male",22,"citizen","22622","BOXOFVINTAGEALPHABETBLOCKS",1212010834,995,"UnitedKingdom"
3,"Newell22","OfficeSupplies","Art",193,700,536367,"NordstromRack",4,"UnitedKingdom",5000,13047,"ALEX",66,1900,"Male",22,"citizen","21754","HOMEBUILDINGBLOCKWORD",1212010834,595,"UnitedKingdom"
3,"Newell22","OfficeSupplies","Art",193,700,536367,"NordstromRack",4,"UnitedKingdom",5000,13047,"ALEX",66,1900,"Male",22,"citizen","21755","LOVEBUILDINGBLOCKWORD",1212010834,595,"UnitedKingdom"
3,"Newell22","OfficeSupplies","Art",193,700,536368,"Nordstrom",4,"UnitedKingdom",1000,13047,"ALEX",66,1900,"Male",22,"citizen","22960","JAMMAKINGSETWITHJARS",1212010834,425,"UnitedKingdom"
3,"Newell22","OfficeSupplies","Art",193,700,536368,"Nordstrom",4,"UnitedKingdom",1000,13047,"ALEX",66,1900,"Male",22,"citizen","22913","REDCOATRACKPARISFASHION",1212010834,495,"UnitedKingdom"
3,"Newell22","OfficeSupplies","Art",193,700,536370,"SaksFifthAvenue",4,"France",4000,12583,"RUBIAN",32,1200,"Female",22,"citizen","22661","CHARLOTTEBAGDOLLYGIRLDESIGN",1212010845,85,"France"
3,"Newell22","OfficeSupplies","Art",193,700,536370,"SaksFifthAvenue",4,"France",4000,12583,"RUBIAN",32,1200,"Female",22,"citizen","21731","REDTOADSTOOLLEDNIGHTLIGHT",1212010845,165,"France"
3,"Newell22","OfficeSupplies","Art",193,700,536370,"SaksFifthAvenue",4,"France",4000,12583,"RUBIAN",32,1200,"Female",22,"citizen","22900","SET2TEATOWELSILOVELONDON",1212010845,295,"France"
3,"Newell22","OfficeSupplies","Art",193,700,536370,"SaksFifthAvenue",4,"France",4000,12583,"RUBIAN",32,1200,"Female",22,"citizen","21913","VINTAGESEASIDEJIGSAWPUZZLES",1212010845,375,"France"
3,"Newell22","OfficeSupplies","Art",193,700,536370,"SaksFifthAvenue",4,"France",4000,12583,"RUBIAN",32,1200,"Female",22,"citizen","22540","MINIJIGSAWCIRCUSPARADE",1212010845,42,"France"
3,"Newell22","OfficeSupplies","Art",193,700,536370,"SaksFifthAvenue",4,"France",4000,12583,"RUBIAN",32,1200,"Female",22,"citizen","22544","MINIJIGSAWSPACEBOY",1212010845,42,"France"
3,"Newell22","OfficeSupplies","Art",193,700,536370,"SaksFifthAvenue",4,"France",4000,12583,"RUBIAN",32,1200,"Female",22,"citizen","22492","MINIPAINTSETVINTAGE",1212010845,65,"France"
3,"Newell22","OfficeSupplies","Art",193,700,536370,"SaksFifthAvenue",4,"France",4000,12583,"RUBIAN",32,1200,"Female",22,"citizen","POST","POSTAGE",1212010845,18,"France"
3,"Newell22","OfficeSupplies","Art",193,700,536373,"BeallsInc",5,"UnitedKingdom",6000,17850,"DAVID",96,1400,"Male",32,"citizen","85123A","WHITEHANGINGHEARTT-LIGHTHOLDER",1212010902,255,"UnitedKingdom"
3,"Newell22","OfficeSupplies","Art",193,700,536373,"BeallsInc",5,"UnitedKingdom",6000,17850,"DAVID",96,1400,"Male",32,"citizen","71053","WHITEMETALLANTERN",1212010902,339,"UnitedKingdom"
3,"Newell22","OfficeSupplies","Art",193,700,536377,"LeaderDepartmentStore",5,"UnitedKingdom",2000,17850,"DAVID",96,1400,"Male",32,"citizen","22632","HANDWARMERREDPOLKADOT",1212010934,185,"UnitedKingdom"
3,"Newell22","OfficeSupplies","Art",193,700,536377,"LeaderDepartmentStore",5,"UnitedKingdom",2000,17850,"DAVID",96,1400,"Male",32,"citizen","22633","HANDWARMERUNIONJACK",1212010934,185,"UnitedKingdom"
